[MISSION CONNECTION] Mission 501st_Legion_FunOp_FOB_Halki%3A_Bystrica_V1-9-0 on Woodland_ACR at [1985,5,11,4,30]
CI-C Volley,JLTS_Clone_P2_DC15A_501,INF,RTO,232.059,1756.47,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,11,4,31
CT Raider,JLTS_Clone_P2_DC15A_501,INF,Trooper,232.019,1764.44,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
CT Indigo,JLTS_Clone_P2_DC15A_501,INF,Nexu,226.551,1767.57,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
CS Dredge,JLTS_Clone_P2_DC15A_501,CC,Company NCOIC,208.411,1768.18,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
CS-M Cyber,JLTS_Clone_P2_DC15A_501,PLT,Platoon Commander@Cyclone 1 HQ,208.101,1768.96,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
CI-C Volley,JLTS_Clone_P2_DC15A_501,INF,RTO,232.065,1756.47,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,15
CT Raider,JLTS_Clone_P2_DC15A_501,INF,Trooper,170.447,1807.95,0.00144196,001018,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,15
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
CI-C Volley,JLTS_Clone_P2_DC15A_501,INF,RTO,232.065,1756.47,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,16
CT Indigo,JLTS_Clone_P2_DC15A_501,INF,Nexu,214.192,1769.12,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
CT Indigo,JLTS_Clone_P2_DC15A_501,INF,Nexu,228.916,1760.08,0.00144196,002017,Error: No vehicle,,1985,5,12,4,16
CT Krios,JLTS_Clone_P2_DC15A_501,INF,Team Lead,233.065,1761.47,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
CT Xray,JLTS_Clone_P2_DC15A_501,INF,Team Lead,230.4,1762.45,-0.0158844,002017,Error: No vehicle,,1985,5,12,4,16
CT Xray,JLTS_Clone_P2_DC15A_501,INF,Team Lead,212.649,1795.27,0.00144196,002017,CT Xray,JLTS_Clone_P2_DC15A_501,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
CI-C Volley,JLTS_Clone_P2_DC15A_501,INF,RTO,232.065,1756.47,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,16
CT Krios,JLTS_Clone_P2_DC15A_501,INF,Team Lead,233.065,1761.47,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,16
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,17
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,17
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,17
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,17
CI-C Volley,JLTS_Clone_P2_DC15A_501,INF,RTO,232.712,1756.35,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,17
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,17
CT Krios,JLTS_Clone_P2_DC15A_501,INF,Team Lead,232.499,1761.41,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,17
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,17
CS Korvus,JLTS_Clone_P2_DC15A_501,CC,Company NCOIC,229.003,1757.95,0.00144196,002017,CS Korvus,JLTS_Clone_P2_DC15A_501,1985,5,12,4,17
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,17
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,18
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,18
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,18
CI-C Volley,JLTS_Clone_P2_DC15A_501,INF,RTO,222.67,1781.84,0.00144196,002017,,JLTS_Clone_P2_DC15A_501,1985,5,12,4,18
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,18
,Land_Lampa_sidl,NA,,4652.65,1016.45,-0.476189,046010,Brown,B_UAV_AI,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
,,NA,,0,0,0,000000,Error: No vehicle,,1985,5,12,4,19
