[MISSION CONNECTION] Mission 501st_Legion_FunOp_FOB_Halki%3A_GOS_NZiwasogo_V1-9-0 on pja305 at [1985,5,10,8,10]
,RD501_CIS_Static_AA_SR_ML,NA,,3513.87,10473.7,-0.077076,035207,CX-X Phantom,JLTS_Clone_P2_DC15A_501,1985,5,10,8,32
,B_UAV_AI,NA,,3513.87,10473.7,1.7544,035207,Error: No vehicle,,1985,5,10,8,32
,RD501_CIS_Static_AA_SR_ML,NA,,3418.91,10511.2,-0.077076,034207,CX-X Phantom,JLTS_Clone_P2_DC15A_501,1985,5,10,8,32
,B_UAV_AI,NA,,3418.91,10511.2,1.7544,034207,Error: No vehicle,,1985,5,10,8,32
,RD501_CIS_Static_AA_SR_ML,NA,,3513.62,10550.4,-0.077076,035207,CX-X Phantom,JLTS_Clone_P2_DC15A_501,1985,5,10,8,32
,B_UAV_AI,NA,,3513.62,10550.4,1.7544,035207,Error: No vehicle,,1985,5,10,8,32
,RD501_opfor_unit_B1_crew,NA,,1850.84,9811.4,0.0371437,018200,6967,RD501_opfor_unit_B1_crew,1985,5,10,8,33
,RD501_opfor_unit_B1_crew,NA,,1861.89,9808.27,0.0371494,018200,6967,RD501_opfor_unit_B1_crew,1985,5,10,8,33
,Land_House_C_3_dam_EP1,NA,,1859.98,9816.72,0.00370026,018200,Error: No vehicle,,1985,5,10,8,33
,RD501_mortar_cis,NA,,1862.56,9808.68,0.12701,018200,Error: No vehicle,,1985,5,10,8,33
,Land_Dum_istan2_01,NA,,3403.04,10499.1,0,034207,65349,RD501_opfor_unit_B1_crew,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
,,NA,,0,0,0,000102,Error: No vehicle,,1985,5,10,8,33
